id,device_id,vehicle_id,client_trip_id,started_at,ended_at,start_soc,end_soc,start_odometer,end_odometer,sample_count,notes,distance_km,energy_used_kwh,avg_consumption_kwh_100km,min_battery_temp_c,max_battery_temp_c,max_cell_spread_mv,min_soc,max_soc,peak_speed_kmh,peak_power_kw,peak_regen_kw,regen_energy_kwh,avg_moving_speed_kmh,moving_seconds,idle_seconds,energy_from_soc_kwh,extra,public_slug,received_at
18,26305a60-09ec-4c6d-9627-a295141d5ea3,842665c4-a20b-4c6f-bc9c-ece32bf58cc8,11,2026-05-30 13:06:36+00,2026-05-30 14:14:02+00,98,77,3046.2000000000003,3119.5,24229,,73.29999999999973,13.708800000000002,18.702319236016443,12,18,66,77,98,149.037,272.7,,,79.23411978102195,2540,320,13.708800000000002,,,2026-05-30 20:33:15.473963+00
