id,session_id,timestamp,ecu_tx,did,raw_hex,error_code,cycle
31487,20,2026-05-31 15:44:50+00,740,0008,6200080041,,1
31488,20,2026-05-31 15:44:48+00,790,0009,62000913AE,,1
31489,20,2026-05-31 15:44:50+00,782,000A,62000A3963,,1
31490,20,2026-05-31 15:44:49+00,790,0010,62001000069D,,1
31491,20,2026-05-31 15:44:50+00,790,0015,,SANITY:LOW:280,1
31492,20,2026-05-31 15:44:49+00,740,0022,6200224650,,1
31493,20,2026-05-31 15:44:49+00,740,0023,620023C64F,,1
31494,20,2026-05-31 15:44:48+00,791,0038,6200380328,,1
31495,20,2026-05-31 15:44:48+00,791,0039,6200390647,,1
31496,20,2026-05-31 15:44:50+00,790,1FFD,621FFD15C23AD0,,1
31497,20,2026-05-31 15:44:53+00,740,0008,6200080000,,2
31498,20,2026-05-31 15:44:51+00,790,0009,62000913A9,,2
31499,20,2026-05-31 15:44:52+00,782,000A,62000A3982,,2
31500,20,2026-05-31 15:44:52+00,790,0010,62001000069D,,2
31501,20,2026-05-31 15:44:53+00,790,0015,,SANITY:LOW:280,2
31502,20,2026-05-31 15:44:52+00,740,0022,6200224650,,2
31503,20,2026-05-31 15:44:52+00,740,0023,620023C64F,,2
31504,20,2026-05-31 15:44:51+00,791,0038,6200380328,,2
31505,20,2026-05-31 15:44:51+00,791,0039,6200390647,,2
31506,20,2026-05-31 15:44:53+00,790,1FFD,621FFD15C23AD0,,2
31507,20,2026-05-31 15:44:56+00,740,0008,6200080000,,3
31508,20,2026-05-31 15:44:54+00,790,0009,62000913A2,,3
31509,20,2026-05-31 15:44:55+00,782,000A,62000A3AB4,,3
31510,20,2026-05-31 15:44:54+00,790,0010,62001000069D,,3
31511,20,2026-05-31 15:44:56+00,790,0015,,SANITY:LOW:280,3
31512,20,2026-05-31 15:44:55+00,740,0022,6200224650,,3
31513,20,2026-05-31 15:44:55+00,740,0023,620023C64F,,3
31514,20,2026-05-31 15:44:54+00,791,0038,6200380329,,3
31515,20,2026-05-31 15:44:54+00,791,0039,6200390648,,3
31516,20,2026-05-31 15:44:56+00,790,1FFD,621FFD15C23AD0,,3
31517,20,2026-05-31 15:44:59+00,740,0008,6200080000,,4
31518,20,2026-05-31 15:44:57+00,790,0009,62000913B8,,4
31519,20,2026-05-31 15:44:58+00,782,000A,62000A3B85,,4
31520,20,2026-05-31 15:44:57+00,790,0010,62001000069D,,4
31521,20,2026-05-31 15:44:58+00,790,0015,6200154AD5,,4
31522,20,2026-05-31 15:44:58+00,740,0022,6200224650,,4
31523,20,2026-05-31 15:44:58+00,740,0023,620023C64F,,4
31524,20,2026-05-31 15:44:56+00,791,0038,6200380329,,4
31525,20,2026-05-31 15:44:57+00,791,0039,620039064A,,4
31526,20,2026-05-31 15:44:59+00,790,1FFD,621FFD15C23AD0,,4
31527,20,2026-05-31 15:45:02+00,740,0008,6200080000,,5
31528,20,2026-05-31 15:45:00+00,790,0009,62000913B4,,5
31529,20,2026-05-31 15:45:01+00,782,000A,62000A3A93,,5
31530,20,2026-05-31 15:45:00+00,790,0010,62001000069D,,5
31531,20,2026-05-31 15:45:01+00,790,0015,6200154AD5,,5
31532,20,2026-05-31 15:45:00+00,740,0022,6200224650,,5
31533,20,2026-05-31 15:45:01+00,740,0023,620023C64F,,5
31534,20,2026-05-31 15:44:59+00,791,0038,6200380328,,5
31535,20,2026-05-31 15:45:00+00,791,0039,6200390648,,5
31536,20,2026-05-31 15:45:02+00,790,1FFD,621FFD15C23AD0,,5
31537,20,2026-05-31 15:45:05+00,740,0008,6200080000,,6
31538,20,2026-05-31 15:45:03+00,790,0009,62000913A6,,6
31539,20,2026-05-31 15:45:04+00,782,000A,62000A3A98,,6
