id,device_id,vehicle_id,client_sweep_id,started_at,ended_at,tx_ecu,rx_ecu,start_did,end_did,period_ms,car_state,notes,total_probes,valid_responses,received_at
1,26305a60-09ec-4c6d-9627-a295141d5ea3,842665c4-a20b-4c6f-bc9c-ece32bf58cc8,1,2026-05-25 15:41:29+00,2026-05-25 15:41:57+00,791,799,0001,00FF,250,,started via bridge command,255,255,2026-05-25 15:42:09.370269+00
