id,client_session_id,started_at,ended_at,duration_sec,car_state,notes,protocol,frame_count,unique_can_ids,received_at
8,6,2026-05-29 18:28:46+00,2026-05-29 18:29:02+00,15,parked_ready_on,C29 P5 SP0 auto + filter clear | exit=completed,0,0,0,2026-05-29 18:29:20.493813+00
