id,sweep_run_id,did,raw_hex,error_code,sequence
1100,6,0001,,7F2201,0
1101,6,0002,,7F2201,1
1102,6,0003,,7F2201,2
1103,6,0004,,7F2201,3
1104,6,0005,,7F2201,4
1105,6,0006,,7F2201,5
1106,6,0007,,7F2201,6
1107,6,0008,,7F2201,7
1108,6,0009,,7F2201,8
1109,6,000A,,7F2201,9
1110,6,000B,,7F2201,10
1111,6,000C,,7F2201,11
1112,6,000D,,7F2201,12
1113,6,000E,,7F2201,13
1114,6,000F,,7F2201,14
1115,6,0010,,7F2201,15
1116,6,0011,,7F2201,16
1117,6,0012,,7F2201,17
1118,6,0013,,7F2201,18
1119,6,0014,,7F2201,19
1120,6,0015,,7F2201,20
1121,6,0016,,7F2201,21
1122,6,0017,,7F2201,22
1123,6,0018,,7F2201,23
1124,6,0019,,7F2201,24
1125,6,001A,,7F2201,25
1126,6,001B,,7F2201,26
1127,6,001C,,7F2201,27
1128,6,001D,,7F2201,28
1129,6,001E,,7F2201,29
1130,6,001F,,7F2201,30
1131,6,0020,,7F2201,31
1132,6,0021,,7F2201,32
1133,6,0022,,7F2201,33
1134,6,0023,,7F2201,34
1135,6,0024,,7F2201,35
1136,6,0025,,7F2201,36
1137,6,0026,,7F2201,37
1138,6,0027,,7F2201,38
1139,6,0028,,7F2201,39
1140,6,0029,,7F2201,40
1141,6,002A,,7F2201,41
1142,6,002B,,7F2201,42
1143,6,002C,,7F2201,43
1144,6,002D,,7F2201,44
1145,6,002E,,7F2201,45
1146,6,002F,,7F2201,46
1147,6,0030,,7F2201,47
1148,6,0031,,7F2201,48
1149,6,0032,,7F2201,49
1150,6,0033,,7F2201,50
1151,6,0034,,7F2201,51
1152,6,0035,,7F2201,52
1153,6,0036,,7F2201,53
1154,6,0037,,7F2201,54
1155,6,0038,,7F2201,55
1156,6,0039,,7F2201,56
1157,6,003A,,7F2201,57
1158,6,003B,,7F2201,58
1159,6,003C,,7F2201,59
1160,6,003D,,7F2201,60
1161,6,003E,,7F2201,61
1162,6,003F,,7F2201,62
1163,6,0040,,7F2201,63
1164,6,0041,,7F2201,64
1165,6,0042,,7F2201,65
1166,6,0043,,7F2201,66
1167,6,0044,,7F2201,67
1168,6,0045,,7F2201,68
1169,6,0046,,7F2201,69
1170,6,0047,,7F2201,70
1171,6,0048,,7F2201,71
1172,6,0049,,7F2201,72
1173,6,004A,,7F2201,73
1174,6,004B,,7F2201,74
1175,6,004C,,7F2201,75
1176,6,004D,,7F2201,76
1177,6,004E,,7F2201,77
1178,6,004F,,7F2201,78
1179,6,0050,,7F2201,79
1180,6,0051,,7F2201,80
1181,6,0052,,7F2201,81
1182,6,0053,,7F2201,82
1183,6,0054,,7F2201,83
1184,6,0055,,7F2201,84
1185,6,0056,,7F2201,85
1186,6,0057,,7F2201,86
1187,6,0058,,7F2201,87
1188,6,0059,,7F2201,88
1189,6,005A,,7F2201,89
1190,6,005B,,7F2201,90
1191,6,005C,,7F2201,91
1192,6,005D,,7F2201,92
1193,6,005E,,7F2201,93
1194,6,005F,,7F2201,94
1195,6,0060,,7F2201,95
1196,6,0061,,7F2201,96
1197,6,0062,,7F2201,97
1198,6,0063,,7F2201,98
1199,6,0064,,7F2201,99
1200,6,0065,,7F2201,100
1201,6,0066,,7F2201,101
1202,6,0067,,7F2201,102
1203,6,0068,,7F2201,103
1204,6,0069,,7F2201,104
1205,6,006A,,7F2201,105
1206,6,006B,,7F2201,106
1207,6,006C,,7F2201,107
1208,6,006D,,7F2201,108
1209,6,006E,,7F2201,109
1210,6,006F,,7F2201,110
1211,6,0070,,7F2201,111
1212,6,0071,,7F2201,112
1213,6,0072,,7F2201,113
1214,6,0073,,7F2201,114
1215,6,0074,,7F2201,115
1216,6,0075,,7F2201,116
1217,6,0076,,7F2201,117
1218,6,0077,,7F2201,118
1219,6,0078,,7F2201,119
1220,6,0079,,7F2201,120
1221,6,007A,,7F2201,121
1222,6,007B,,7F2201,122
1223,6,007C,,7F2201,123
1224,6,007D,,7F2201,124
1225,6,007E,,7F2201,125
1226,6,007F,,7F2201,126
1227,6,0080,,7F2201,127
1228,6,0081,,7F2201,128
1229,6,0082,,7F2201,129
1230,6,0083,,7F2201,130
1231,6,0084,,7F2201,131
1232,6,0085,,7F2201,132
1233,6,0086,,7F2201,133
1234,6,0087,,7F2201,134
1235,6,0088,,7F2201,135
1236,6,0089,,7F2201,136
1237,6,008A,,7F2201,137
1238,6,008B,,7F2201,138
1239,6,008C,,7F2201,139
1240,6,008D,,7F2201,140
1241,6,008E,,7F2201,141
1242,6,008F,,7F2201,142
1243,6,0090,,7F2201,143
1244,6,0091,,7F2201,144
1245,6,0092,,7F2201,145
1246,6,0093,,7F2201,146
1247,6,0094,,7F2201,147
1248,6,0095,,7F2201,148
1249,6,0096,,7F2201,149
1250,6,0097,,7F2201,150
1251,6,0098,,7F2201,151
1252,6,0099,,7F2201,152
1253,6,009A,,7F2201,153
1254,6,009B,,7F2201,154
1255,6,009C,,7F2201,155
1256,6,009D,,7F2201,156
1257,6,009E,,7F2201,157
1258,6,009F,,7F2201,158
1259,6,00A0,,7F2201,159
1260,6,00A1,,7F2201,160
1261,6,00A2,,7F2201,161
1262,6,00A3,,7F2201,162
1263,6,00A4,,7F2201,163
1264,6,00A5,,7F2201,164
1265,6,00A6,,7F2201,165
1266,6,00A7,,7F2201,166
1267,6,00A8,,7F2201,167
1268,6,00A9,,7F2201,168
1269,6,00AA,,7F2201,169
1270,6,00AB,,7F2201,170
1271,6,00AC,,7F2201,171
1272,6,00AD,,7F2201,172
1273,6,00AE,,7F2201,173
1274,6,00AF,,7F2201,174
1275,6,00B0,,7F2201,175
1276,6,00B1,,7F2201,176
1277,6,00B2,,7F2201,177
1278,6,00B3,,7F2201,178
1279,6,00B4,,7F2201,179
1280,6,00B5,,7F2201,180
1281,6,00B6,,7F2201,181
1282,6,00B7,,7F2201,182
1283,6,00B8,,7F2201,183
1284,6,00B9,,7F2201,184
1285,6,00BA,,7F2201,185
1286,6,00BB,,7F2201,186
1287,6,00BC,,7F2201,187
1288,6,00BD,,7F2201,188
1289,6,00BE,,7F2201,189
1290,6,00BF,,7F2201,190
1291,6,00C0,,7F2201,191
1292,6,00C1,,7F2201,192
1293,6,00C2,,7F2201,193
1294,6,00C3,,7F2201,194
1295,6,00C4,,7F2201,195
1296,6,00C5,,7F2201,196
1297,6,00C6,,7F2201,197
1298,6,00C7,,7F2201,198
1299,6,00C8,,7F2201,199
1300,6,00C9,,7F2201,200
1301,6,00CA,,7F2201,201
1302,6,00CB,,7F2201,202
1303,6,00CC,,7F2201,203
1304,6,00CD,,7F2201,204
1305,6,00CE,,7F2201,205
1306,6,00CF,,7F2201,206
1307,6,00D0,,7F2201,207
1308,6,00D1,,7F2201,208
1309,6,00D2,,7F2201,209
1310,6,00D3,,7F2201,210
1311,6,00D4,,7F2201,211
1312,6,00D5,,7F2201,212
1313,6,00D6,,7F2201,213
1314,6,00D7,,7F2201,214
1315,6,00D8,,7F2201,215
1316,6,00D9,,7F2201,216
1317,6,00DA,,7F2201,217
1318,6,00DB,,7F2201,218
1319,6,00DC,,7F2201,219
1320,6,00DD,,7F2201,220
1321,6,00DE,,7F2201,221
1322,6,00DF,,7F2201,222
1323,6,00E0,,7F2201,223
1324,6,00E1,,7F2201,224
1325,6,00E2,,7F2201,225
1326,6,00E3,,7F2201,226
1327,6,00E4,,7F2201,227
1328,6,00E5,,7F2201,228
1329,6,00E6,,7F2201,229
1330,6,00E7,,7F2201,230
1331,6,00E8,,7F2201,231
1332,6,00E9,,7F2201,232
1333,6,00EA,,7F2201,233
1334,6,00EB,,7F2201,234
1335,6,00EC,,7F2201,235
1336,6,00ED,,7F2201,236
1337,6,00EE,,7F2201,237
1338,6,00EF,,7F2201,238
1339,6,00F0,,7F2201,239
1340,6,00F1,,7F2201,240
