id,monitor_session_id,sequence,ts_ms,raw,parsed
270,9,0,1000,SEARCHING...,f
271,9,1,1000,STOPPED,f
272,9,2,2000,SEARCHING...,f
273,9,3,3000,STOPPED,f
274,9,4,3000,OK,f
275,9,5,3000,OK,f
276,9,6,3000,SEARCHING...,f
277,9,7,3000,STOPPED,f
278,9,8,3000,OK,f
279,9,9,3000,OK,f
280,9,10,3000,OK,f
281,9,11,3000,SEARCHING...,f
282,9,12,3000,STOPPED,f
283,9,13,4000,SEARCHING...,f
284,9,14,5000,STOPPED,f
